"Age","Experience","Income","Family","CCAvg","Education","Mortgage","Personal.Loan","Securities.Account","CD.Account","Online","CreditCard","Predicted_loan1","Predicted_loan2","predictions"
58,32,81,3,1.7,"Graduate",0,"No",0,0,1,1,0.0258537432325964,0.0244779811253694,"No"
29,3,41,4,1.3,"Advanced/Professional",0,"No",0,0,1,0,0.00767852550973543,0.0109903589791046,"No"
48,23,8,1,0.4,"Advanced/Professional",0,"No",0,0,0,1,0.000140132181279102,0.000137653204507546,"No"
35,11,24,4,0.4,"Graduate",0,"No",0,0,0,0,0.00566199784085987,0.00684439376959411,"No"
62,37,50,3,2.4,"Undergrad",0,"No",0,0,1,0,0.000237415811598054,0.000211159308185727,"No"
26,1,190,4,1.3,"Graduate",197,"Yes",0,0,1,0,0.987331404632366,0.989436564048314,"Yes"
63,37,165,4,5.1,"Advanced/Professional",0,"Yes",0,0,0,0,0.990126609358379,0.987900630617288,"Yes"
38,12,43,4,1.2,"Graduate",0,"No",0,0,0,1,0.00686682580670863,0.00843780683497477,"No"
61,36,131,1,0.9,"Undergrad",0,"No",0,0,1,0,0.0065391233938108,0.00630268945350705,"No"
34,8,44,4,0.2,"Undergrad",0,"No",0,0,0,0,0.000252779271160912,0.000363755729963799,"No"
61,36,15,4,0.4,"Graduate",0,"No",0,0,0,0,0.00463237686587715,0.00398062805315358,"No"
50,25,84,1,1.3,"Advanced/Professional",0,"No",1,0,1,0,0.00697877829619429,0.00692203052022422,"No"
45,18,80,3,2.67,"Graduate",0,"No",0,0,0,0,0.125873442004801,0.143832233818568,"No"
61,37,20,3,0.4,"Graduate",94,"No",0,0,0,0,0.00404423717453643,0.00292129369622189,"No"
60,36,14,2,0.3,"Undergrad",109,"No",0,0,1,1,0.00000390936948460861,0.00000297029346813257,"No"
39,13,30,3,0.2,"Graduate",0,"No",0,0,0,0,0.0040914088607689,0.00514746451713523,"No"
56,32,80,3,2.67,"Undergrad",0,"No",0,0,1,0,0.00145881602842535,0.00136271532993736,"No"
38,13,169,1,6.8,"Advanced/Professional",0,"Yes",0,1,1,1,0.994302225206241,0.99501612046781,"Yes"
51,26,12,2,0.7,"Advanced/Professional",109,"No",0,0,1,1,0.000204712739729233,0.000170261245886519,"No"
33,8,130,3,6.3,"Graduate",99,"Yes",0,0,0,1,0.690410126634452,0.694899639420724,"Yes"
44,19,35,4,0,"Graduate",0,"No",0,0,1,0,0.00532346039121906,0.00616511302817136,"No"
36,12,40,2,0.6,"Advanced/Professional",0,"No",0,0,1,1,0.000780108671147321,0.000909954835089217,"No"
63,39,84,1,1.8,"Advanced/Professional",0,"No",0,0,0,0,0.0640216028195946,0.0499042786364125,"No"
58,33,138,2,3.9,"Undergrad",0,"No",0,0,1,0,0.0317543835070536,0.0300897155181347,"No"
32,2,71,2,1.75,"Advanced/Professional",108,"No",0,0,0,0,0.0305587165850867,0.0419073617459685,"No"
60,35,130,3,6.3,"Advanced/Professional",437,"Yes",0,1,1,1,0.99230152496385,0.983210455581961,"Yes"
27,2,92,2,3.1,"Undergrad",178,"No",0,0,1,0,0.00140575549197698,0.00165103482878623,"No"
42,16,20,2,0.8,"Advanced/Professional",117,"No",0,0,1,1,0.000285263623776213,0.000281434648868949,"No"
45,20,194,2,8.8,"Undergrad",428,"No",0,0,0,0,0.888469388897762,0.81967386664681,"Yes"
48,22,84,2,0.4,"Advanced/Professional",145,"No",0,0,0,0,0.0773896930074224,0.0697744440960671,"No"
39,15,52,3,2.33,"Undergrad",0,"No",0,0,1,0,0.000196552465956178,0.000235291843831486,"No"
65,40,128,1,2.5,"Undergrad",162,"No",0,0,1,0,0.0100077228222881,0.00704409260324732,"No"
34,10,71,1,0.1,"Undergrad",257,"No",0,0,1,1,0.0000520481777381318,0.0000488901836595866,"No"
42,17,28,1,0.5,"Advanced/Professional",90,"No",0,0,0,0,0.00142397097075414,0.00139245746339479,"No"
61,35,90,4,1.9,"Graduate",0,"No",0,0,1,0,0.209661511259153,0.197138366267043,"No"
50,25,14,2,0.7,"Advanced/Professional",0,"No",1,0,1,0,0.000170292525960317,0.000166410421036493,"No"
41,17,153,1,1.7,"Undergrad",337,"No",0,0,0,1,0.0249926637083686,0.0185207075671311,"No"
29,5,112,2,2,"Graduate",382,"No",1,0,0,0,0.175615427306682,0.140304910780381,"No"
32,6,28,2,0.3,"Graduate",88,"No",0,0,1,0,0.000988867507051489,0.00125700172509335,"No"
26,2,195,1,6.33,"Undergrad",0,"No",0,0,1,1,0.168809699703102,0.218290662617998,"No"
54,24,50,3,2,"Advanced/Professional",0,"No",0,0,1,1,0.00344338917074801,0.00396716519622126,"No"
62,36,21,3,0.3,"Advanced/Professional",0,"No",0,0,0,0,0.00345724867402579,0.00299021822302708,"No"
49,25,53,2,1,"Advanced/Professional",181,"No",0,0,0,0,0.0169437554541797,0.0126566007761398,"No"
52,26,178,1,1,"Undergrad",0,"No",0,0,0,0,0.163792724201587,0.182587597768267,"No"
31,7,192,1,0,"Graduate",0,"Yes",0,0,1,0,0.902599439567516,0.929742410010828,"Yes"
32,5,63,4,2,"Graduate",0,"No",1,0,1,0,0.00983511271728307,0.014054302068065,"No"
61,35,30,2,0.2,"Advanced/Professional",0,"No",0,0,1,0,0.00150484545280762,0.00136690526973675,"No"
28,4,32,3,1,"Graduate",0,"No",0,0,0,0,0.00506967500097287,0.00671804839936949,"No"
31,7,84,1,0.1,"Undergrad",0,"No",0,0,1,0,0.000222077987395008,0.00031814733943879,"No"
62,38,99,4,1.7,"Graduate",0,"No",0,0,1,0,0.327702930819758,0.289851636421639,"No"
42,16,55,2,0.7,"Undergrad",149,"No",0,0,0,0,0.00022030097936222,0.000227682516948649,"No"
60,34,85,2,2,"Undergrad",0,"No",0,0,1,0,0.000900125761370618,0.00088386137176089,"No"
38,14,35,1,1.5,"Graduate",97,"No",0,0,1,0,0.00127115633638345,0.00129625969054005,"No"
26,2,171,3,6,"Graduate",0,"Yes",0,0,1,0,0.966077783976575,0.974386135754464,"Yes"
59,35,84,1,1.8,"Advanced/Professional",0,"No",0,0,1,1,0.0106326719770424,0.00874584131050117,"No"
35,10,179,1,8.6,"Undergrad",357,"No",0,0,0,0,0.568450869772867,0.489037809427737,"No"
55,29,53,1,1.4,"Undergrad",0,"No",0,0,0,0,0.00012124310702027,0.00012424239410058,"No"
64,40,171,2,2.1,"Undergrad",433,"No",0,0,0,0,0.412927381501793,0.248303320001451,"No"
32,8,79,1,0.1,"Undergrad",0,"No",0,0,0,0,0.000345448743281306,0.000472207464262798,"No"
60,35,43,3,0.9,"Advanced/Professional",0,"No",0,0,1,1,0.00249265622157011,0.00212606542786039,"No"
62,38,42,3,0.1,"Advanced/Professional",149,"No",0,0,0,1,0.00543234312673213,0.00346724072892888,"No"
58,32,65,3,2.5,"Undergrad",222,"No",0,0,1,0,0.000725872003925162,0.000533124903953693,"No"
63,39,45,4,1.3,"Graduate",86,"No",0,0,0,0,0.0396324614559114,0.0281691368935818,"No"
27,3,109,2,2.5,"Undergrad",0,"No",0,0,1,0,0.00283541976514191,0.00412894500254185,"No"
62,37,162,1,1.3,"Undergrad",0,"No",0,0,1,0,0.044676801584804,0.0426848985739888,"No"
60,34,105,2,1.4,"Undergrad",0,"No",0,0,1,0,0.00264246178424413,0.00265249618938203,"No"
38,12,22,3,0.2,"Graduate",0,"No",0,0,1,0,0.00120726499521171,0.00158405474630871,"No"
34,8,82,2,1.8,"Undergrad",178,"No",0,0,1,1,0.000215719021581974,0.000239954689206269,"No"
65,41,105,4,1.7,"Graduate",230,"No",1,0,1,0,0.23051459094231,0.146415696378734,"No"
55,31,62,1,1.8,"Advanced/Professional",0,"No",0,0,1,0,0.00775714325150333,0.00685347193232984,"No"
45,15,20,1,0.75,"Advanced/Professional",0,"No",0,0,1,0,0.000328033249570487,0.000447444144372974,"No"
44,18,84,3,1.1,"Undergrad",0,"No",0,0,0,0,0.00211642982631959,0.00261189852863227,"No"
62,37,55,3,0.9,"Advanced/Professional",0,"No",0,0,1,0,0.0151105047524024,0.0128854453967693,"No"
47,23,190,4,0.3,"Advanced/Professional",305,"Yes",0,0,0,0,0.995472106611235,0.993537194980745,"Yes"
40,16,69,4,2.4,"Undergrad",0,"No",0,0,1,0,0.00103583169540133,0.00123035087343529,"No"
40,15,84,1,3.7,"Advanced/Professional",0,"No",0,0,1,0,0.0320762260036044,0.0357227855794317,"No"
32,6,51,4,0.2,"Undergrad",154,"No",1,0,0,1,0.000047688124283752,0.0000548317540956387,"No"
46,22,183,1,3.1,"Graduate",0,"Yes",0,1,1,1,0.995491123578189,0.995864566166943,"Yes"
41,17,63,2,3.2,"Undergrad",0,"No",0,0,0,0,0.000526783652998364,0.000584435542787063,"No"
48,24,12,3,0.4,"Undergrad",0,"No",0,0,0,0,0.000028226133395001,0.000029459578311187,"No"
59,33,68,2,2.3,"Advanced/Professional",128,"No",1,0,1,0,0.00783643507806436,0.00583466488381068,"No"
33,8,48,1,1,"Undergrad",212,"No",0,0,1,0,0.0000402757458632,0.0000424553090466461,"No"
42,18,52,2,2.5,"Undergrad",0,"No",0,0,0,0,0.000239000323438414,0.000264164704888316,"No"
30,4,40,1,0.3,"Undergrad",0,"No",0,1,1,1,0.000254929751624641,0.000408563862803871,"No"
32,8,32,2,1,"Graduate",103,"No",0,1,1,1,0.0274159761193874,0.0313761530185348,"No"
64,38,40,1,2.5,"Advanced/Professional",94,"No",0,0,1,1,0.000981425642775177,0.000698583224589169,"No"
25,-1,21,4,0.4,"Undergrad",90,"No",0,0,1,0,0.000031576738148609,0.0000466787771591549,"No"
31,5,35,1,0.6,"Advanced/Professional",171,"No",0,0,0,0,0.00200219212221873,0.00216502649092974,"No"
32,7,52,2,0.1,"Undergrad",0,"No",0,0,1,0,0.0000579278187288702,0.0000846576345050038,"No"
58,34,128,1,7.4,"Undergrad",0,"No",0,0,0,0,0.0416981399896217,0.0338415914300464,"No"
63,37,90,4,1.9,"Graduate",106,"No",1,0,1,0,0.0864322152851877,0.0669562455022854,"No"
39,13,71,3,0.1,"Undergrad",162,"No",1,0,1,0,0.000132357320620585,0.000144298082293251,"No"
36,12,25,4,1,"Undergrad",0,"No",0,0,1,0,0.0000519924211756019,0.0000663887500652042,"No"
47,21,141,1,2.4,"Undergrad",0,"No",0,0,0,0,0.0255722910723453,0.0298273404479533,"No"
29,4,22,2,0.9,"Advanced/Professional",110,"No",0,0,0,0,0.00168321341725945,0.00192296709432398,"No"
63,37,109,1,2,"Undergrad",0,"No",0,0,1,0,0.00215794767028676,0.00204456863474253,"No"
29,5,85,3,2.5,"Undergrad",0,"No",0,0,1,1,0.000440215648262393,0.000603854338228067,"No"
63,39,160,2,2.1,"Undergrad",0,"No",0,0,0,1,0.0641220169365154,0.0541765908733583,"No"
36,11,39,4,1.7,"Undergrad",0,"No",0,0,1,0,0.000132950283079433,0.000176167482471471,"No"
51,25,33,1,1.4,"Advanced/Professional",0,"No",0,0,1,1,0.00037288367834567,0.000373812303470469,"No"
35,10,94,1,0,"Undergrad",174,"No",0,0,1,0,0.000509043416050869,0.000572104881235614,"No"
28,4,120,2,0.6,"Undergrad",0,"No",0,0,1,0,0.0037657324918795,0.0056621503586523,"No"
45,18,78,3,2.67,"Graduate",0,"No",0,0,1,0,0.0580944237240092,0.0689671532855969,"No"
58,28,80,2,4.5,"Advanced/Professional",0,"No",0,0,0,1,0.0401564351779775,0.0404579960731493,"No"
34,8,8,3,0.1,"Graduate",83,"No",0,0,1,0,0.000538120735336669,0.00066696486446332,"No"
60,35,8,1,0.1,"Undergrad",0,"No",0,0,1,0,0.00000338179978557846,0.00000319538719687918,"No"
34,9,99,4,2.2,"Graduate",155,"No",0,0,1,0,0.295790398288911,0.309093605641799,"No"
35,9,141,2,4.5,"Graduate",0,"Yes",0,0,0,0,0.801022566611301,0.836414716370266,"Yes"
30,4,18,4,0.3,"Graduate",0,"No",0,0,1,1,0.000547884693108713,0.000789761520639876,"No"
38,12,38,2,0.3,"Undergrad",0,"No",0,0,1,1,0.00000936904259041309,0.000012700440972154,"No"
58,34,84,2,2.8,"Undergrad",0,"No",0,0,1,1,0.000367990924946878,0.000325361176656146,"No"
59,35,60,1,0,"Graduate",0,"No",0,0,1,1,0.00173244309046251,0.00150891342761135,"No"
52,28,178,3,5.4,"Advanced/Professional",147,"Yes",0,0,1,0,0.985828651746226,0.980802004140404,"Yes"
49,23,125,1,7.3,"Undergrad",0,"No",0,0,0,0,0.0275716223910111,0.0278789242614521,"No"
54,28,74,2,1.1,"Undergrad",0,"No",0,0,1,0,0.000353296296156833,0.000385178670381294,"No"
30,4,35,2,0.3,"Graduate",0,"No",1,0,0,1,0.000278020738809222,0.00038092503377932,"No"
30,6,191,2,4.4,"Graduate",0,"Yes",0,0,1,0,0.975146485989926,0.980973849105788,"Yes"
52,27,25,2,0,"Undergrad",0,"No",0,0,1,1,0.00000520122596176036,0.00000547155751298819,"No"
43,18,50,4,1.9,"Advanced/Professional",0,"No",0,0,0,0,0.038621511795971,0.0412112582294878,"No"
35,10,75,4,0.7,"Advanced/Professional",0,"No",0,0,1,1,0.0204505067130727,0.0256417776507248,"No"
57,32,33,2,2,"Graduate",0,"No",0,0,1,0,0.00255092353837285,0.00232169946361106,"No"
54,28,28,4,1.5,"Advanced/Professional",0,"No",0,0,1,1,0.00184336648626042,0.00176789699310326,"No"
52,26,45,4,1.8,"Undergrad",0,"No",0,0,1,0,0.000235552021429034,0.000257997172985564,"No"
41,16,104,1,1,"Advanced/Professional",0,"No",0,0,1,0,0.0603053733986787,0.0704243483092005,"No"
36,10,80,4,2.2,"Graduate",0,"No",0,0,1,0,0.0964254015499726,0.124048237269251,"No"
34,9,134,1,4.6,"Undergrad",164,"No",1,0,1,0,0.00422026789632767,0.00436370879707033,"No"
38,14,58,4,2,"Advanced/Professional",153,"No",1,0,0,0,0.0232653414011821,0.0203439490175031,"No"
47,21,20,1,0.2,"Undergrad",0,"No",0,0,1,1,0.00000192854694215295,0.00000227135728344745,"No"
50,20,19,4,0.4,"Advanced/Professional",0,"No",0,0,0,0,0.00400021063607179,0.00497191419251416,"No"
39,15,24,1,1,"Undergrad",116,"No",0,0,1,1,0.00000330261339093076,0.00000335124534764671,"No"
47,21,52,1,1.2,"Graduate",194,"No",0,0,0,0,0.00810734399812482,0.00686070689147054,"No"
57,31,45,3,1.4,"Undergrad",198,"No",0,0,1,0,0.000165925418458165,0.000129865560107233,"No"
50,25,192,2,2.8,"Undergrad",238,"No",0,0,0,1,0.370750911075648,0.311299636839942,"No"
29,5,195,1,4.3,"Undergrad",0,"No",0,0,0,0,0.456019206962506,0.533897520069688,"Yes"
46,22,83,3,0.7,"Undergrad",0,"No",0,0,0,0,0.00207643367831264,0.00228523333752292,"No"
42,15,34,3,1,"Graduate",0,"No",1,0,1,0,0.000889128465754323,0.00110916919939739,"No"
31,1,60,4,4,"Advanced/Professional",244,"No",0,0,0,0,0.0943761278568383,0.103751271408348,"No"
35,10,72,3,2.3,"Undergrad",285,"No",0,0,0,0,0.00178030728617589,0.00157587328860631,"No"
35,10,31,3,1.3,"Undergrad",0,"No",0,0,0,0,0.0000837517358065897,0.000109766926854598,"No"
34,9,89,1,0,"Undergrad",0,"No",0,0,1,0,0.000293134867487418,0.000422743840410701,"No"
55,29,19,4,0.7,"Advanced/Professional",121,"No",1,0,0,1,0.000676452400072442,0.000520484982439914,"No"
64,40,63,4,1.2,"Graduate",0,"No",0,0,1,0,0.0494533613050007,0.0404139187837892,"No"
61,35,40,1,0.8,"Graduate",128,"No",0,0,1,0,0.00198501830936098,0.00154264616480341,"No"
43,18,98,2,0.4,"Undergrad",0,"No",0,0,1,0,0.00115115995692658,0.00144691349618464,"No"
29,5,122,4,3,"Undergrad",0,"Yes",0,0,0,1,0.0169355659140337,0.0225576581377405,"No"
53,29,24,2,0.2,"Undergrad",0,"No",0,0,0,1,0.0000112383846964711,0.0000107346635409784,"No"
61,36,184,4,2.3,"Graduate",342,"Yes",0,1,1,1,0.999577378712402,0.999281275204289,"Yes"
46,20,25,4,0.6,"Advanced/Professional",125,"No",0,0,0,0,0.0080222283598975,0.00739872165411282,"No"
52,28,21,2,0.4,"Undergrad",0,"No",1,0,1,0,0.00000404088736512561,0.00000400215628612381,"No"
29,3,55,3,1.1,"Graduate",0,"No",0,0,1,0,0.00916939002540837,0.0136108102713781,"No"
37,12,93,1,2.8,"Undergrad",0,"No",1,0,1,0,0.000208020168445949,0.000263149813876776,"No"
56,26,38,3,1,"Advanced/Professional",110,"No",1,0,1,0,0.00141795256836676,0.00138637823498861,"No"
66,41,11,3,0.1,"Advanced/Professional",0,"No",1,0,0,1,0.000209928554165116,0.000155636414720048,"No"
40,15,85,2,0.4,"Undergrad",0,"No",1,0,0,0,0.000312954697991205,0.000387161472608886,"No"
50,24,124,1,4.9,"Undergrad",266,"No",0,0,1,0,0.0113343786911421,0.00857504117760514,"No"
36,6,138,1,7,"Advanced/Professional",86,"Yes",0,0,1,0,0.584750302930181,0.640869864936892,"Yes"
55,29,21,4,0.7,"Advanced/Professional",0,"No",0,0,0,0,0.00622017903040655,0.00592379139247281,"No"
36,10,35,2,0.3,"Undergrad",98,"No",0,0,1,0,0.0000251374452568585,0.0000313799197918471,"No"
48,23,84,4,3.1,"Graduate",0,"Yes",1,1,1,0,0.754448208018186,0.766031075418884,"Yes"
29,3,29,3,1,"Undergrad",0,"No",0,0,1,1,0.000010161286042074,0.0000154620411126996,"No"
63,38,153,1,1.3,"Undergrad",455,"No",0,0,0,0,0.0960268792255759,0.0493882239605246,"No"
28,2,31,2,0.3,"Graduate",0,"No",1,0,1,0,0.000296947918204916,0.000440886907079711,"No"
56,30,21,2,0.7,"Graduate",0,"No",0,0,1,0,0.00089335662667757,0.000885776211536145,"No"
31,6,180,2,6.7,"Undergrad",0,"No",0,0,0,0,0.502711535479055,0.569849579880846,"Yes"
53,29,154,4,7.4,"Advanced/Professional",0,"Yes",0,0,0,0,0.987454191617215,0.984609608527972,"Yes"
41,17,99,2,1.8,"Graduate",0,"No",0,0,1,1,0.0356783273389272,0.0395326917852056,"No"
30,6,193,3,6.3,"Advanced/Professional",0,"Yes",0,0,1,0,0.991859166360813,0.993352342716619,"Yes"
32,7,125,1,0,"Undergrad",0,"No",0,0,1,1,0.000854726314862901,0.00126046144240759,"No"
59,35,33,4,0.4,"Undergrad",131,"No",0,0,0,1,0.0000893096431589031,0.0000654543928548803,"No"
47,21,85,2,1.7,"Graduate",0,"No",0,0,0,1,0.0311887616131306,0.0336194618336365,"No"
29,4,73,1,0.8,"Graduate",0,"No",0,0,1,0,0.00785370271590453,0.011263539692614,"No"
31,6,83,4,2.2,"Graduate",106,"No",0,0,1,0,0.125597167420125,0.145167497784453,"No"
60,34,102,2,2,"Undergrad",0,"No",0,0,1,1,0.000863345137657681,0.000834951809850618,"No"
35,11,53,3,2.8,"Undergrad",0,"No",0,0,0,0,0.000448482818376136,0.000547333711847639,"No"
50,25,14,4,0.8,"Undergrad",0,"No",0,0,1,0,0.0000302571124406052,0.0000328815443952555,"No"
33,7,139,1,4,"Advanced/Professional",106,"Yes",0,1,1,1,0.942934385085891,0.951039831175224,"Yes"
57,32,42,3,0.5,"Graduate",0,"No",1,0,1,0,0.00177885653797892,0.00164158485549494,"No"
61,35,63,1,1.6,"Undergrad",0,"No",0,0,1,0,0.000121703873969264,0.000117517398079622,"No"
37,12,100,3,1.2,"Advanced/Professional",341,"No",0,0,1,1,0.0846088772253187,0.066268999944049,"No"
51,25,190,2,4.2,"Graduate",0,"Yes",0,0,1,0,0.977826902061289,0.979071494204975,"Yes"
44,20,22,1,1,"Undergrad",91,"No",0,0,0,0,0.0000182849183941665,0.0000176753713542009,"No"
43,18,21,2,1.4,"Graduate",0,"No",0,0,1,1,0.00030792697600978,0.000340113473196873,"No"
34,9,20,4,1.1,"Advanced/Professional",0,"No",0,0,1,0,0.00236616729793305,0.00299519594486109,"No"
48,23,173,3,0.2,"Undergrad",0,"Yes",0,1,1,1,0.775181988751705,0.811153464923074,"Yes"
29,5,81,2,2.5,"Undergrad",0,"No",0,0,0,1,0.000388720826976217,0.000515861679517827,"No"
55,29,33,2,0.4,"Advanced/Professional",0,"No",0,0,0,0,0.00354924973723449,0.00340956944926845,"No"
60,34,83,2,2,"Undergrad",249,"No",0,0,0,0,0.00231523142520377,0.00157229577432022,"No"
62,38,39,4,2.2,"Undergrad",0,"No",1,0,1,0,0.0000681085957323624,0.0000564391583456174,"No"
59,34,21,3,1.3,"Graduate",0,"No",0,0,1,1,0.000704960976237949,0.000616362594687704,"No"
58,32,32,3,1.4,"Undergrad",0,"No",0,0,1,0,0.0000588899545149191,0.0000591180683635144,"No"
57,31,43,1,0.2,"Undergrad",0,"No",0,0,0,0,0.0000534748973969687,0.0000544186380692475,"No"
30,6,184,1,6,"Undergrad",0,"No",0,0,1,0,0.231435518006742,0.285776625736294,"No"
51,25,15,4,0.6,"Advanced/Professional",0,"No",0,0,0,1,0.00138854832735903,0.00137132459232028,"No"
29,3,108,4,1.8,"Graduate",0,"No",0,0,0,0,0.496725919589512,0.590220531998498,"Yes"
56,30,122,2,0.5,"Undergrad",0,"No",0,0,0,1,0.00410142057148705,0.00426113225111794,"No"
65,41,40,3,0.1,"Advanced/Professional",0,"No",0,0,1,0,0.00575303064304568,0.0045250335466727,"No"
48,24,79,4,1.4,"Graduate",0,"No",1,0,0,1,0.023394898915154,0.0223021167525152,"No"
61,37,31,3,0.4,"Graduate",0,"No",0,0,0,1,0.00238368502129768,0.00192092677673069,"No"
46,20,12,4,0.6,"Advanced/Professional",0,"No",0,0,0,1,0.00107677631643334,0.00114382933522903,"No"
27,3,201,1,6.33,"Undergrad",158,"No",0,0,1,0,0.515014790812754,0.543332098407806,"Yes"
44,20,15,1,1,"Undergrad",0,"No",0,0,1,0,0.00000512352797108291,0.00000575824850663317,"No"
39,13,25,3,0.2,"Graduate",0,"No",0,0,1,0,0.00146710523027197,0.00189893961209746,"No"
40,16,19,4,0.4,"Graduate",0,"No",0,0,1,1,0.000756560139299524,0.000854533903028753,"No"
36,12,188,2,6.5,"Undergrad",0,"No",0,0,1,1,0.227990293129575,0.25825300878491,"No"
52,28,8,1,0.3,"Undergrad",0,"No",0,0,1,0,0.00000327936026057627,0.00000331482874260994,"No"
46,19,24,3,0.67,"Graduate",0,"No",0,0,1,0,0.00161118326628705,0.00194827620971003,"No"
57,32,19,1,1.3,"Undergrad",0,"No",0,0,1,0,0.00000802305594062063,0.0000077511588034108,"No"
59,33,71,2,2.3,"Advanced/Professional",150,"No",0,0,1,1,0.0111004523725555,0.00806198636254506,"No"
52,26,54,2,1.5,"Graduate",0,"No",0,0,0,1,0.00513514981065507,0.00510750551568233,"No"
52,26,28,1,0.3,"Advanced/Professional",0,"No",0,0,1,0,0.000647007694992738,0.000668535156101929,"No"
50,20,25,4,0.4,"Advanced/Professional",0,"No",0,0,1,0,0.00277486750833764,0.00356335542361928,"No"
40,16,125,2,2.2,"Undergrad",0,"No",0,0,1,0,0.00841211529421044,0.0102316461144603,"No"
44,19,70,1,0.2,"Graduate",230,"No",1,0,0,0,0.00615411987260381,0.00497201117914058,"No"
62,36,25,3,0.3,"Advanced/Professional",0,"No",0,0,1,1,0.000735136388299665,0.000641418633627765,"No"
29,5,21,4,0.4,"Graduate",89,"No",0,0,0,1,0.00169160989826615,0.0019358828518698,"No"
49,23,79,3,0.7,"Graduate",151,"No",0,0,1,0,0.0562580960320801,0.0519760574412138,"No"
60,34,61,4,1.7,"Graduate",229,"No",0,0,0,0,0.110350836773097,0.0759351834048977,"No"
33,8,155,1,7.4,"Advanced/Professional",0,"Yes",0,0,0,0,0.904392489039958,0.915250559315031,"Yes"
53,29,25,2,0.4,"Undergrad",0,"No",0,0,1,0,0.0000174037366380316,0.0000174461732811873,"No"
50,24,80,4,4.9,"Undergrad",0,"No",0,0,1,0,0.00353883285001436,0.00377884690792722,"No"
42,17,23,2,0,"Advanced/Professional",0,"No",0,0,0,0,0.00155111508922329,0.00173231951377365,"No"
33,9,60,1,1.2,"Undergrad",0,"No",0,0,1,1,0.0000234086001416731,0.0000307374252920285,"No"
31,6,44,4,0.8,"Undergrad",0,"No",0,0,0,0,0.000286685052577782,0.000406073294464962,"No"
41,16,33,4,0,"Graduate",0,"No",0,0,1,0,0.00451836496515161,0.0054658936966431,"No"
65,35,55,4,1.67,"Advanced/Professional",89,"No",0,0,1,1,0.010569329502031,0.00928163044849018,"No"
48,24,134,1,5,"Undergrad",0,"No",0,0,0,1,0.011199093095745,0.0108258037784249,"No"
26,0,149,2,7.2,"Undergrad",154,"No",0,0,0,0,0.159586796005623,0.181860763346573,"No"
64,38,22,2,0.2,"Advanced/Professional",0,"No",1,0,0,0,0.000604088370181761,0.00049495944296766,"No"
41,14,74,3,2.33,"Graduate",0,"No",0,0,1,0,0.040865645492148,0.0517980616252618,"No"
43,18,128,4,5.3,"Undergrad",84,"Yes",0,0,0,0,0.131505486602151,0.130400750437608,"No"
36,11,15,2,0.3,"Graduate",119,"No",0,0,0,0,0.00108687292458718,0.0011497747365464,"No"
43,18,83,3,0.5,"Advanced/Professional",0,"No",0,0,0,1,0.0393709135352822,0.0428873818086417,"No"
46,22,73,1,0.8,"Advanced/Professional",117,"No",0,0,0,0,0.0255072121007112,0.02196926153272,"No"
50,26,42,4,1.1,"Graduate",151,"No",0,0,1,0,0.0141817179261268,0.0114637077665065,"No"
52,27,34,2,0.7,"Graduate",114,"No",0,0,1,1,0.000776974481504506,0.000656914531365635,"No"
52,26,19,2,0.7,"Graduate",0,"No",0,0,0,1,0.000533613940336693,0.000532363107549443,"No"
54,29,119,3,2,"Undergrad",0,"Yes",1,1,0,0,0.276477820588991,0.283408937970231,"No"
48,22,139,1,0,"Undergrad",0,"No",0,1,1,1,0.107413193618819,0.134245120401674,"No"
56,32,98,3,3.9,"Advanced/Professional",0,"Yes",0,0,0,0,0.428298952170661,0.380555473510051,"No"
49,24,70,1,2.9,"Undergrad",0,"No",0,0,0,1,0.000151831008257642,0.00015454148312065,"No"
35,10,143,1,8.6,"Undergrad",0,"No",0,0,1,1,0.0152837121106353,0.0178582337905192,"No"
38,14,28,4,0.4,"Graduate",100,"No",0,0,1,0,0.00417308793866804,0.00435070802985239,"No"
57,33,45,3,1.5,"Undergrad",181,"No",1,1,1,1,0.000941404866479699,0.000686419558838056,"No"
29,3,121,2,1.3,"Undergrad",0,"No",0,0,0,0,0.00879354442179946,0.0136331154334257,"No"
61,36,10,1,0.1,"Undergrad",0,"No",0,0,0,0,0.00000801361452429861,0.0000072467250918902,"No"
35,10,79,4,2.1,"Advanced/Professional",0,"No",1,0,1,0,0.0298449619738567,0.0361774942471144,"No"
28,3,11,4,0.5,"Advanced/Professional",0,"No",0,0,0,0,0.00230538663446877,0.00312576456555949,"No"
45,19,91,2,1.7,"Graduate",0,"No",1,0,1,0,0.0184527675344925,0.0211046307021916,"No"
36,11,9,4,0.2,"Advanced/Professional",0,"No",0,0,0,1,0.000748180233882878,0.000886583801170239,"No"
45,20,62,2,2.2,"Advanced/Professional",0,"No",0,0,1,0,0.012708999788802,0.0135256983555474,"No"
33,8,125,1,0,"Undergrad",0,"No",0,0,1,1,0.000867503779211239,0.00126046144240759,"No"
49,23,194,4,8.3,"Graduate",0,"Yes",0,0,0,1,0.996760618016061,0.996590976922017,"Yes"
56,32,161,1,5.8,"Advanced/Professional",0,"Yes",1,0,0,0,0.811774597130407,0.771892175898953,"Yes"
30,4,25,2,0.3,"Graduate",0,"No",0,0,0,0,0.00147142012443902,0.0021043793629507,"No"
38,13,119,2,7.8,"Undergrad",221,"No",0,0,0,0,0.0463127085627989,0.0387937500366945,"No"
