Rowid,vehicle_model_id,package_id,travel_type_id,from_area_id,to_area_id,from_city_id,to_city_id,online_booking,mobile_site_booking,from_date_DOW,from_date_Hour,booking_created_DOW,trip_length,Car_Cancellation
2620,87,0,2,1063,393,0,0,0,0,Thursday,4,Thursday,31.27674277,0
2621,12,0,2,516,1383,0,0,0,0,Thursday,7,Thursday,8.893723361,0
2622,12,2,3,901,0,0,0,0,0,Thursday,8,Thursday,0,0
2623,12,1,3,220,0,0,0,1,0,Thursday,8,Thursday,0,0
2624,12,1,3,625,0,0,0,0,0,Thursday,10,Thursday,0,0
2625,12,0,2,585,145,0,0,0,0,Sunday,8,Sunday,9.153483982,0
2626,85,0,2,393,1308,0,0,0,0,Friday,18,Friday,26.6173106,0
2627,12,2,3,58,0,0,0,0,0,Thursday,11,Thursday,0,0
2628,85,0,2,1384,1365,0,0,1,0,Sunday,10,Sunday,24.87022123,0
2629,85,0,2,393,1097,0,0,1,0,Sunday,23,Sunday,24.99925649,0
2630,12,0,2,1269,492,0,0,1,0,Thursday,18,Thursday,18.91875861,0
2631,12,1,3,1010,0,0,0,0,0,Thursday,15,Thursday,0,0
2632,12,0,2,1292,393,0,0,1,0,Friday,12,Friday,25.32428675,0
2633,12,0,2,393,1323,0,0,1,0,Friday,20,Friday,37.16678777,0
2634,12,0,2,171,297,0,0,0,0,Friday,10,Friday,5.240029628,0
2635,85,2,3,1222,0,0,0,0,0,Friday,9,Friday,0,0
2636,85,0,2,455,393,0,0,0,0,Friday,4,Friday,22.44661635,0
2637,12,0,2,61,585,0,0,0,0,Friday,4,Friday,15.22028828,1
2638,12,0,1,61,0,0,113,1,0,Monday,6,Monday,0,0
2639,12,2,3,839,0,0,0,1,0,Saturday,12,Saturday,0,1
2640,65,0,1,571,0,1,168,1,0,Saturday,6,Saturday,0,0
2641,24,0,2,1166,393,0,0,1,0,Friday,7,Friday,22.88827109,0
2642,86,0,2,571,269,0,0,1,0,Friday,2,Friday,2.559166463,0
2643,12,0,2,1021,393,0,0,0,1,Friday,14,Friday,25.8023853,0
2644,28,0,2,367,393,0,0,0,0,Friday,5,Friday,35.03913597,0
2645,12,0,1,83,0,0,49,1,0,Friday,7,Friday,0,0
2646,12,0,2,1120,1032,0,0,1,0,Friday,4,Friday,8.326019351,0
2647,12,0,2,1189,1096,0,0,0,0,Saturday,5,Saturday,12.44950419,0
2648,85,0,1,1097,0,1,55,1,0,Friday,11,Friday,0,0
2649,12,0,2,1096,571,0,0,1,0,Friday,21,Friday,2.894299841,0
2650,24,0,2,793,393,0,0,0,0,Sunday,3,Sunday,23.15856185,0
2651,12,0,2,1180,293,0,0,0,0,Friday,9,Friday,12.10848721,0
2652,12,0,2,83,1010,0,0,0,1,Friday,10,Friday,9.62038518,0
2653,12,0,2,1097,977,0,0,1,0,Friday,16,Friday,13.92142406,0
2654,12,1,3,502,0,0,0,0,0,Friday,11,Friday,0,1
2655,85,0,2,271,571,0,0,0,0,Friday,15,Friday,6.059659149,0
2656,12,1,3,353,0,0,0,0,0,Friday,12,Friday,0,0
2657,12,2,3,122,0,0,0,0,0,Friday,13,Friday,0,0
2658,12,0,1,677,0,15,32,0,0,Saturday,6,Saturday,0,0
2659,12,0,2,1032,1120,0,0,0,0,Friday,14,Friday,8.326019351,0
2660,12,0,2,478,1384,0,0,0,0,Friday,22,Friday,11.86794509,1
2661,12,0,2,393,644,0,0,1,0,Sunday,21,Sunday,39.12441496,0
2662,12,1,3,571,0,0,0,0,0,Friday,17,Friday,0,1
2663,12,0,2,353,269,0,0,0,0,Friday,17,Friday,11.94891618,0
2664,12,0,2,1286,1026,0,0,0,0,Friday,17,Friday,15.38342599,1
2665,28,0,2,1021,238,0,0,0,0,Thursday,16,Thursday,11.82201168,0
2666,12,0,2,89,392,0,0,0,0,Thursday,9,Thursday,2.915163989,0
2667,12,0,2,89,392,0,0,0,0,Friday,9,Friday,2.915163989,0
2668,12,0,2,542,572,0,0,0,0,Friday,18,Friday,2.335826361,0
2669,12,0,2,410,1393,0,0,0,0,Friday,18,Friday,24.41271323,0
2670,12,0,2,142,393,0,0,1,0,Saturday,4,Saturday,33.63150638,0
2671,12,0,2,393,396,0,0,1,0,Friday,22,Friday,31.37256465,0
2672,12,0,2,1052,1371,0,0,1,0,Wednesday,18,Wednesday,14.48136663,0
2673,12,0,2,1120,393,0,0,0,0,Friday,22,Friday,35.2350005,0
2674,12,0,2,1120,393,0,0,0,0,Saturday,5,Saturday,35.2350005,0
2675,12,0,2,541,1384,0,0,0,0,Friday,22,Friday,13.10710297,0
2676,65,0,1,1281,0,0,55,1,0,Saturday,4,Saturday,0,0
2677,12,0,2,1089,393,0,0,1,0,Saturday,6,Saturday,22.90424567,0
2678,12,0,2,1058,1286,0,0,1,0,Saturday,6,Saturday,6.672534075,0
2679,12,0,2,571,269,0,0,1,0,Saturday,2,Saturday,2.559166463,0
2680,12,2,3,1056,0,0,0,0,0,Saturday,4,Saturday,0,0
2681,12,2,3,156,0,0,0,0,0,Saturday,8,Saturday,0,0
2682,12,2,3,1330,0,0,0,0,0,Saturday,11,Saturday,0,0
2683,65,1,3,1147,0,0,0,0,0,Saturday,18,Saturday,0,0
2684,12,0,2,142,1021,0,0,1,0,Saturday,6,Saturday,14.58149946,0
2685,12,0,2,293,168,0,0,0,0,Saturday,5,Saturday,17.47292979,0
2686,12,1,3,1155,0,0,0,0,0,Saturday,9,Saturday,0,0
2687,12,0,2,1371,1147,0,0,0,1,Sunday,12,Sunday,4.371428343,1
2688,12,2,3,1294,0,0,0,0,0,Saturday,10,Saturday,0,0
2689,65,2,3,308,0,0,0,0,0,Saturday,11,Saturday,0,0
2690,12,0,2,1150,455,0,0,0,0,Saturday,13,Saturday,4.248183592,0
2691,12,0,2,768,601,0,0,0,0,Saturday,12,Saturday,4.061075893,0
2692,12,0,2,1244,572,0,0,0,1,Sunday,10,Sunday,9.410836326,0
2693,12,0,2,1021,393,0,0,0,0,Sunday,6,Sunday,25.8023853,0
2694,12,1,3,150,0,0,0,0,0,Saturday,17,Saturday,0,0
2695,65,0,2,571,393,0,0,0,0,Saturday,23,Saturday,27.59830194,0
2696,12,0,2,293,1384,0,0,0,0,Saturday,19,Saturday,23.62674775,0
2697,85,0,2,142,1393,0,0,0,0,Wednesday,4,Wednesday,33.64207165,0
2698,85,0,2,22,393,0,0,0,0,Sunday,12,Sunday,18.81944185,0
2699,12,0,2,293,450,0,0,0,0,Saturday,16,Saturday,10.15377683,0
2700,85,0,2,768,433,0,0,0,0,Tuesday,8,Tuesday,9.903778669,0
2701,85,0,2,768,433,0,0,0,0,Thursday,8,Thursday,9.903778669,0
2702,12,0,2,1096,1149,0,0,0,0,Sunday,17,Sunday,12.90646526,0
2703,85,0,2,433,768,0,0,0,0,Thursday,18,Thursday,9.903778669,0
2704,12,0,2,585,393,0,0,1,0,Sunday,10,Sunday,28.75331927,0
2705,28,0,2,292,590,0,0,0,0,Saturday,18,Saturday,10.40460674,0
2706,12,0,2,293,458,0,0,1,0,Saturday,19,Saturday,18.18689178,0
2707,12,0,2,571,585,0,0,0,0,Sunday,4,Sunday,13.70509547,0
2708,87,0,1,540,0,1,55,1,0,Saturday,6,Saturday,0,0
2709,12,0,2,1084,1393,0,0,0,0,Sunday,3,Sunday,36.7663181,0
2710,12,0,2,450,410,0,0,0,0,Sunday,0,Sunday,16.05555789,0
2711,12,0,2,269,393,0,0,0,0,Sunday,5,Sunday,25.11779269,0
2712,12,0,2,293,393,0,0,0,0,Sunday,1,Sunday,39.25760818,0
2713,12,0,2,293,1096,0,0,1,0,Sunday,15,Sunday,14.24805805,0
2714,12,0,2,846,1021,0,0,0,0,Sunday,12,Sunday,6.091641157,0
2715,12,2,3,1230,0,0,0,0,0,Sunday,13,Sunday,0,0
2716,65,2,3,1330,0,0,0,0,0,Sunday,10,Sunday,0,0
2717,12,1,3,1017,0,0,0,0,0,Sunday,11,Sunday,0,0
2718,12,0,2,1244,585,0,0,0,0,Monday,7,Monday,12.55793234,0
2719,65,0,1,466,0,15,161,0,0,Monday,5,Monday,0,0
2720,12,2,3,1230,0,0,0,0,0,Sunday,13,Sunday,0,0
2721,12,0,2,142,1384,0,0,0,0,Sunday,19,Sunday,14.58149946,1
2722,12,0,2,344,297,0,0,0,0,Sunday,16,Sunday,8.243077422,0
2723,12,0,2,393,91,0,0,1,0,Monday,8,Monday,49.57187763,0
2724,28,0,2,22,585,0,0,1,0,Sunday,18,Sunday,10.36166319,1
2725,65,2,3,393,0,0,0,0,0,Monday,7,Monday,0,0
2726,12,0,2,293,767,0,0,0,0,Monday,6,Monday,17.98720735,0
2727,12,0,2,1085,542,0,0,0,0,Tuesday,15,Tuesday,4.272560595,0
2728,12,0,2,1085,542,0,0,0,0,Wednesday,15,Wednesday,4.272560595,0
2729,12,0,2,1085,542,0,0,0,0,Thursday,15,Thursday,4.272560595,0
2730,12,0,2,1085,542,0,0,0,0,Friday,15,Friday,4.272560595,0
2731,12,0,2,542,1085,0,0,0,0,Saturday,7,Saturday,4.272560595,0
2732,24,0,2,392,393,0,0,0,0,Monday,14,Monday,23.94017534,0
2733,12,0,2,1041,1205,0,0,1,0,Monday,10,Monday,13.66300414,0
2734,85,0,2,393,292,0,0,0,0,Sunday,23,Sunday,30.15582824,0
2735,12,2,3,1153,0,0,0,1,0,Monday,6,Monday,0,0
2736,12,0,2,1017,1189,0,0,1,0,Sunday,22,Sunday,21.44100046,0
2737,12,0,2,1157,667,0,0,0,0,Sunday,19,Sunday,9.361748052,0
2738,28,0,2,112,393,0,0,0,0,Monday,4,Monday,33.31149792,0
2739,12,0,2,625,410,0,0,1,0,Sunday,22,Sunday,16.42276624,1
2740,24,0,2,1089,393,0,0,0,0,Monday,5,Monday,22.90424567,0
2741,12,0,2,220,466,0,0,0,0,Monday,5,Monday,3.486378712,0
2742,28,0,2,1175,1013,0,0,0,1,Monday,11,Monday,1.816030147,0
2743,12,0,2,1191,1038,0,0,1,0,Monday,9,Monday,9.37092268,0
2744,12,0,2,413,393,0,0,0,0,Monday,9,Monday,33.41929693,0
2745,12,0,2,1321,849,0,0,0,0,Monday,10,Monday,4.084580587,0
2746,12,1,3,637,0,0,0,0,0,Monday,10,Monday,0,0
2747,12,1,3,410,0,0,0,0,0,Monday,10,Monday,0,0
2748,12,0,2,1157,222,0,0,0,0,Monday,10,Monday,10.49325813,0
2749,12,1,3,515,0,0,0,0,0,Monday,10,Monday,0,0
2750,12,1,3,1228,0,0,0,0,0,Monday,12,Monday,0,0
2751,12,0,2,293,1237,0,0,0,0,Tuesday,17,Tuesday,10.20746969,0
2752,12,0,2,1384,353,0,0,0,0,Monday,13,Monday,5.752327374,0
2753,12,0,2,731,585,0,0,0,0,Monday,20,Monday,10.43836161,0
2754,12,0,2,392,571,0,0,1,0,Monday,17,Monday,5.694909642,0
2755,12,0,2,1371,292,0,0,0,0,Tuesday,9,Tuesday,8.399555127,0
2756,12,0,2,1083,455,0,0,1,0,Monday,18,Monday,14.66647542,0
2757,12,0,2,1150,393,0,0,0,0,Tuesday,1,Tuesday,23.03287702,0
2758,10,0,2,571,393,0,0,0,0,Monday,23,Monday,27.59830194,0
2759,10,0,2,393,571,0,0,0,0,Tuesday,1,Tuesday,27.59830194,0
2760,12,0,2,849,1321,0,0,0,0,Monday,18,Monday,4.084580587,0
2761,12,0,2,393,450,0,0,1,0,Sunday,21,Sunday,30.88368286,0
2762,12,0,2,156,1337,0,0,0,0,Tuesday,0,Tuesday,6.375075827,0
2763,12,0,2,767,393,0,0,0,0,Tuesday,3,Tuesday,38.4333096,0
2764,12,2,3,1393,0,0,0,0,0,Tuesday,9,Tuesday,0,0
2765,12,2,3,561,0,0,0,0,0,Tuesday,6,Tuesday,0,0
2766,28,2,3,1021,0,0,0,0,0,Tuesday,8,Tuesday,0,0
2767,12,0,2,571,393,0,0,0,0,Monday,23,Monday,27.59830194,0
2768,28,0,2,1121,393,0,0,0,0,Friday,4,Friday,19.30518924,0
2769,85,0,2,585,869,0,0,0,0,Tuesday,12,Tuesday,4.997068215,0
2770,12,0,2,393,451,0,0,0,0,Friday,11,Friday,28.68578441,0
2771,12,0,2,585,1010,0,0,0,0,Tuesday,13,Tuesday,19.19419028,0
2772,85,0,2,1393,667,0,0,0,0,Tuesday,19,Tuesday,32.94614871,0
2773,12,0,2,590,413,0,0,0,0,Tuesday,17,Tuesday,10.0342151,0
2774,12,0,2,1286,393,0,0,0,0,Wednesday,6,Wednesday,26.86360549,0
2775,12,0,2,1384,572,0,0,0,0,Wednesday,10,Wednesday,14.3150919,0
2776,12,0,2,1087,1264,0,0,1,0,Wednesday,7,Wednesday,9.374838691,0
2777,65,0,2,1384,1347,0,0,1,0,Monday,13,Monday,21.1010254,0
2778,12,0,2,1089,393,0,0,1,0,Wednesday,6,Wednesday,22.90424567,0
2779,12,1,3,142,0,0,0,0,0,Wednesday,10,Wednesday,0,0
2780,12,1,3,1034,0,0,0,0,0,Wednesday,12,Wednesday,0,0
2781,12,0,2,839,1371,0,0,1,0,Thursday,15,Thursday,19.97179079,1
2782,24,0,1,515,0,1,44,1,0,Friday,12,Friday,0,0
2783,12,1,3,352,0,0,0,0,0,Wednesday,15,Wednesday,0,0
2784,12,0,2,1054,1159,0,0,0,0,Wednesday,17,Wednesday,0.050545179,1
2785,28,0,2,1328,1330,0,0,0,0,Wednesday,16,Wednesday,6.262550138,0
2786,12,0,2,393,1054,0,0,0,0,Thursday,8,Thursday,35.81915818,0
2787,85,0,2,1254,1054,0,0,0,0,Thursday,18,Thursday,3.587087001,0
2788,12,0,2,974,293,0,0,0,0,Wednesday,19,Wednesday,27.58764607,0
2789,65,2,3,988,0,0,0,0,0,Wednesday,23,Wednesday,0,0
2790,12,0,2,585,505,0,0,1,0,Wednesday,22,Wednesday,5.425824099,0
2791,12,0,2,1270,1089,0,0,1,0,Thursday,8,Thursday,14.53318167,0
2792,12,0,2,601,1154,0,0,0,0,Thursday,6,Thursday,17.45651366,0
2793,12,0,2,376,353,0,0,0,0,Thursday,8,Thursday,15.9390441,0
2794,85,0,2,393,571,0,0,1,0,Wednesday,9,Wednesday,27.59830194,0
2795,12,0,2,122,625,0,0,0,0,Thursday,9,Thursday,7.27519514,0
2796,12,0,2,142,393,0,0,0,0,Thursday,4,Thursday,33.63150638,0
2797,12,0,2,1147,585,0,0,0,0,Thursday,6,Thursday,10.22893748,0
2798,28,0,2,393,824,0,0,0,1,Thursday,6,Thursday,19.82168447,0
2799,12,0,2,393,466,0,0,0,0,Friday,9,Friday,21.36954165,0
2800,12,0,2,150,452,0,0,0,0,Thursday,19,Thursday,6.544221368,0
2801,12,0,2,150,585,0,0,1,0,Friday,12,Friday,9.763840397,0
2802,85,1,3,1365,0,0,0,0,0,Thursday,12,Thursday,0,0
2803,85,0,2,393,601,0,0,0,0,Saturday,11,Saturday,24.77869056,0
2804,28,0,2,601,393,0,0,0,0,Sunday,16,Sunday,24.77869056,0
2805,65,0,2,949,393,0,0,0,0,Saturday,5,Saturday,26.07663015,0
2806,28,0,2,1010,393,0,0,0,0,Thursday,16,Thursday,26.30473585,0
2807,12,0,2,271,393,0,0,1,0,Saturday,4,Saturday,28.00079845,0
2808,12,0,2,1056,393,0,0,1,0,Friday,3,Friday,32.95439082,0
2809,12,0,2,149,1189,0,0,0,0,Thursday,19,Thursday,6.055274262,0
2810,85,0,2,156,1337,0,0,0,0,Thursday,23,Thursday,6.375075827,0
2811,12,0,2,278,541,0,0,1,0,Friday,9,Friday,10.55138821,0
2812,24,1,3,1281,0,0,0,1,0,Friday,7,Friday,0,0
2813,12,0,2,626,1214,0,0,1,0,Thursday,23,Thursday,5.055130096,1
2814,12,0,2,571,269,0,0,1,0,Friday,2,Friday,2.559166463,0
2815,12,0,2,293,1165,0,0,0,0,Friday,7,Friday,15.96035259,0
2816,12,0,2,1012,393,0,0,0,0,Saturday,1,Saturday,30.29879953,0
2817,12,2,3,1280,0,0,0,0,0,Friday,9,Friday,0,0
2818,12,0,2,1281,396,0,0,0,0,Friday,0,Friday,6.011336904,0
2819,85,1,3,1086,0,0,0,1,0,Friday,8,Friday,0,0
2820,12,0,2,142,1331,0,0,0,0,Friday,10,Friday,2.207729204,0
2821,28,0,2,601,393,0,0,0,0,Friday,5,Friday,24.77869056,0
2822,12,0,2,1089,571,0,0,0,0,Friday,0,Friday,6.119346154,0
2823,12,0,2,1278,393,0,0,1,0,Friday,15,Friday,30.52610604,0
2824,12,0,1,1056,0,1,32,1,0,Friday,6,Friday,0,0
2825,12,0,2,83,296,0,0,0,0,Friday,9,Friday,9.280481727,0
2826,65,0,1,814,0,15,75,0,0,Saturday,7,Saturday,0,0
2827,12,0,2,1371,832,0,0,0,0,Friday,9,Friday,13.75493927,0
2828,12,0,2,1086,393,0,0,0,0,Saturday,3,Saturday,33.14941787,0
2829,12,0,2,1096,849,0,0,0,0,Friday,18,Friday,12.92277872,1
2830,12,0,2,793,25,0,0,0,0,Friday,16,Friday,5.141807201,0
2831,12,0,2,392,105,0,0,0,0,Friday,18,Friday,10.38990409,1
2832,12,0,2,136,585,0,0,0,0,Friday,18,Friday,9.479874662,0
2833,12,0,2,1054,1159,0,0,0,0,Friday,17,Friday,0.050545179,1
2834,12,0,2,61,393,0,0,1,0,Friday,15,Friday,26.34253047,0
2835,85,0,2,238,1021,0,0,0,0,Saturday,9,Saturday,11.82201168,0
2836,10,0,2,1069,393,0,0,0,0,Friday,14,Friday,28.64325666,0
2837,12,0,2,293,1384,0,0,0,0,Friday,13,Friday,23.62674775,0
2838,12,0,2,1337,393,0,0,1,0,Friday,15,Friday,25.03693978,0
2839,12,0,2,293,1237,0,0,0,0,Monday,17,Monday,10.20746969,0
2840,12,0,2,293,393,0,0,0,0,Saturday,5,Saturday,39.25760818,0
2841,12,0,2,1384,689,0,0,1,0,Saturday,21,Saturday,12.57474691,0
2842,12,2,3,793,0,0,0,0,0,Friday,13,Friday,0,0
2843,12,0,2,293,1237,0,0,0,0,Thursday,17,Thursday,10.20746969,0
2844,12,1,3,571,0,0,0,0,0,Friday,17,Friday,0,0
2845,12,0,2,1085,1194,0,0,1,0,Saturday,5,Saturday,13.63400292,0
2846,12,0,2,393,448,0,0,0,0,Friday,21,Friday,31.27182174,0
2847,12,0,2,776,105,0,0,1,0,Friday,18,Friday,3.583095663,1
2848,12,0,2,83,572,0,0,0,0,Friday,21,Friday,6.251700839,0
2849,12,0,2,89,572,0,0,1,0,Friday,19,Friday,12.44950419,1
2850,12,0,2,561,393,0,0,0,0,Saturday,6,Saturday,22.71913228,0
2851,28,0,2,458,393,0,0,1,0,Friday,23,Friday,22.28574371,0
2852,12,0,2,793,452,0,0,1,0,Friday,20,Friday,7.761341088,0
2853,85,0,2,1390,1089,0,0,0,0,Friday,23,Friday,10.16031035,0
2854,85,0,2,83,393,0,0,0,0,Saturday,4,Saturday,30.88713979,0
2855,12,0,2,1068,1099,0,0,0,0,Friday,20,Friday,13.7257888,0
2856,12,0,2,977,1384,0,0,0,0,Friday,22,Friday,6.672838942,0
2857,12,0,2,1340,393,0,0,1,0,Saturday,4,Saturday,20.78962621,0
2858,12,0,2,410,1393,0,0,0,0,Saturday,11,Saturday,24.41271323,0
2859,12,1,3,1155,0,0,0,0,0,Saturday,15,Saturday,0,1
2860,12,0,2,458,1373,0,0,0,0,Saturday,10,Saturday,16.3376037,0
2861,12,0,2,458,1192,0,0,0,0,Saturday,12,Saturday,16.99137841,0
2862,12,1,3,767,0,0,0,1,0,Saturday,10,Saturday,0,0
2863,12,0,2,393,788,0,0,0,0,Saturday,10,Saturday,38.02497834,0
2864,12,0,2,1388,575,0,0,1,0,Saturday,6,Saturday,12.61355288,0
2865,12,2,3,1141,0,0,0,1,0,Saturday,3,Saturday,0,0
2866,12,0,2,1165,393,0,0,0,0,Saturday,7,Saturday,23.32142193,0
2867,12,0,2,186,393,0,0,1,0,Sunday,6,Sunday,44.19351516,1
2868,12,0,2,1147,293,0,0,0,0,Saturday,9,Saturday,20.22427195,0
2869,12,0,2,393,149,0,0,0,0,Saturday,15,Saturday,33.9308967,0
2870,12,0,2,585,1384,0,0,0,0,Saturday,16,Saturday,6.436627609,0
2871,12,1,3,1021,0,0,0,0,0,Saturday,9,Saturday,0,0
2872,12,2,3,1244,0,0,0,0,0,Sunday,7,Sunday,0,1
2873,12,2,3,1384,0,0,0,0,0,Saturday,9,Saturday,0,0
2874,12,1,3,269,0,0,0,0,0,Saturday,12,Saturday,0,0
2875,12,0,2,413,585,0,0,0,1,Saturday,15,Saturday,6.41560316,0
2876,12,0,2,1086,484,0,0,0,0,Sunday,6,Sunday,17.86841044,1
2877,12,1,3,824,0,0,0,1,0,Saturday,17,Saturday,0,0
2878,12,0,2,296,953,0,0,1,0,Saturday,14,Saturday,9.10385629,0
2879,12,0,2,1248,393,0,0,0,0,Saturday,18,Saturday,28.42665647,0
2880,65,0,2,814,393,0,0,0,0,Sunday,5,Sunday,32.40452446,0
2881,12,0,2,515,168,0,0,0,0,Saturday,17,Saturday,8.305061553,0
2882,12,2,3,846,0,0,0,0,0,Saturday,14,Saturday,0,0
2883,12,0,2,296,1056,0,0,0,0,Saturday,22,Saturday,5.403395016,0
2884,24,0,1,625,0,15,146,0,0,Saturday,15,Saturday,0,0
2885,12,0,2,1192,184,0,0,0,0,Sunday,6,Sunday,2.250829597,1
2886,12,0,2,575,585,0,0,1,0,Saturday,20,Saturday,5.978352323,0
2887,12,2,3,571,0,0,0,0,0,Saturday,16,Saturday,0,0
2888,12,0,2,353,776,0,0,0,0,Saturday,17,Saturday,8.763489631,0
2889,87,0,1,344,0,15,160,0,0,Sunday,3,Sunday,0,0
2890,12,0,2,1054,1254,0,0,0,0,Monday,9,Monday,3.587087001,0
2891,12,1,3,1133,0,0,0,1,0,Saturday,19,Saturday,0,0
2892,12,0,2,1054,1254,0,0,0,0,Wednesday,10,Wednesday,3.587087001,0
2893,12,0,2,1254,1054,0,0,0,0,Tuesday,18,Tuesday,3.587087001,0
2894,85,0,2,1254,1054,0,0,0,0,Friday,18,Friday,3.587087001,0
2895,54,0,1,585,0,15,184,0,0,Saturday,6,Saturday,0,0
2896,12,0,2,758,92,0,0,0,0,Saturday,19,Saturday,9.261899641,0
2897,12,0,2,873,571,0,0,0,0,Saturday,23,Saturday,10.5904193,0
2898,12,0,2,157,637,0,0,0,0,Sunday,6,Sunday,14.20810671,1
2899,12,0,2,1323,91,0,0,1,0,Sunday,6,Sunday,14.20305579,0
2900,85,2,3,488,0,0,0,1,0,Sunday,8,Sunday,0,0
2901,12,0,2,1330,1102,0,0,1,0,Sunday,8,Sunday,17.64366893,1
2902,12,0,2,167,1321,0,0,0,0,Sunday,0,Sunday,3.035932894,0
2903,12,1,3,201,0,0,0,1,0,Sunday,7,Sunday,0,1
2904,12,0,2,1084,353,0,0,0,0,Sunday,5,Sunday,15.66970716,1
2905,12,2,3,1086,0,0,0,0,0,Sunday,6,Sunday,0,1
2906,12,2,3,1086,0,0,0,0,0,Sunday,6,Sunday,0,0
2907,12,0,2,271,393,0,0,0,1,Sunday,4,Sunday,28.00079845,0
2908,87,0,2,873,1165,0,0,0,0,Saturday,23,Saturday,9.690334844,0
2909,28,0,2,637,1039,0,0,1,0,Sunday,16,Sunday,14.84349971,0
2910,12,1,3,1089,0,0,0,1,0,Sunday,6,Sunday,0,0
2911,12,0,2,271,726,0,0,0,1,Sunday,7,Sunday,6.527733639,1
2912,12,2,3,571,0,0,0,1,0,Sunday,10,Sunday,0,0
2913,12,2,3,1136,0,0,0,1,0,Sunday,9,Sunday,0,1
2914,12,0,2,1281,393,0,0,1,0,Sunday,7,Sunday,31.26028882,1
2915,12,2,3,58,0,0,0,1,0,Sunday,6,Sunday,0,1
2916,12,0,2,571,637,0,0,1,0,Sunday,6,Sunday,21.16008026,1
2917,12,2,3,571,0,0,0,0,0,Sunday,9,Sunday,0,1
2918,12,2,3,1286,0,0,0,0,0,Sunday,9,Sunday,0,1
2919,12,0,2,83,1017,0,0,1,0,Sunday,7,Sunday,22.18385764,1
2920,12,2,3,1323,0,0,0,1,0,Sunday,10,Sunday,0,1
2921,87,2,3,171,0,0,0,0,0,Sunday,11,Sunday,0,1
2922,12,2,3,214,0,0,0,1,0,Sunday,10,Sunday,0,1
2923,12,1,3,122,0,0,0,1,0,Sunday,11,Sunday,0,1
2924,12,0,2,1355,271,0,0,0,0,Sunday,17,Sunday,10.46511987,1
2925,12,1,3,590,0,0,0,0,0,Sunday,18,Sunday,0,1
2926,12,1,3,1005,0,0,0,1,0,Sunday,12,Sunday,0,1
2927,12,1,3,1378,0,0,0,1,0,Sunday,13,Sunday,0,1
2928,12,0,2,767,393,0,0,0,0,Sunday,16,Sunday,38.4333096,1
2929,12,0,2,292,393,0,0,0,0,Sunday,14,Sunday,30.15582824,0
2930,28,0,2,1041,393,0,0,1,0,Monday,6,Monday,25.47574996,0
2931,12,0,2,1017,89,0,0,0,0,Sunday,16,Sunday,20.69452456,0
2932,12,0,2,1136,393,0,0,0,1,Thursday,12,Thursday,23.29359177,0
2933,28,0,2,452,455,0,0,0,0,Sunday,18,Sunday,10.81858967,0
2934,85,0,2,1169,393,0,0,0,0,Sunday,17,Sunday,21.26215503,0
2935,12,0,2,413,1095,0,0,1,0,Sunday,16,Sunday,8.914167448,1
2936,12,1,3,1157,0,0,0,0,0,Sunday,18,Sunday,0,0
2937,85,0,2,344,393,0,0,1,0,Monday,6,Monday,28.28696747,0
2938,12,0,2,293,585,0,0,0,0,Monday,3,Monday,17.23881496,0
2939,12,0,2,142,271,0,0,1,0,Monday,6,Monday,5.937929916,0
2940,28,0,2,1058,452,0,0,1,0,Sunday,21,Sunday,6.139983898,1
2941,12,0,2,1166,572,0,0,0,0,Monday,7,Monday,10.55236849,0
2942,12,0,2,221,767,0,0,0,0,Monday,19,Monday,11.02780606,0
2943,12,0,2,1261,393,0,0,1,0,Friday,3,Friday,27.7746556,0
2944,12,0,2,25,392,0,0,1,0,Tuesday,0,Tuesday,17.42102922,0
2945,12,0,2,141,572,0,0,0,0,Sunday,19,Sunday,5.839856936,0
2946,12,0,2,393,1165,0,0,1,0,Monday,7,Monday,23.32142193,0
2947,12,0,2,1217,115,0,0,1,0,Monday,13,Monday,7.201896091,0
2948,12,0,2,1166,571,0,0,0,0,Monday,0,Monday,5.831153164,0
2949,12,0,2,1068,1166,0,0,0,0,Monday,3,Monday,8.568051246,0
2950,24,0,2,450,1021,0,0,0,0,Monday,9,Monday,13.70989586,0
2951,12,0,2,171,393,0,0,0,0,Sunday,22,Sunday,24.41400077,0
2952,12,0,2,293,393,0,0,1,0,Monday,3,Monday,39.25760818,0
2953,65,0,2,149,393,0,0,1,0,Monday,1,Monday,33.9308967,0
2954,12,1,3,572,0,0,0,1,0,Monday,7,Monday,0,0
2955,85,0,2,1033,393,0,0,1,0,Monday,3,Monday,34.65244668,0
2956,12,0,2,1294,1338,0,0,1,0,Monday,9,Monday,8.111626393,0
2957,12,0,2,171,393,0,0,1,0,Monday,7,Monday,24.41400077,0
2958,12,0,2,846,730,0,0,0,0,Monday,9,Monday,9.194194568,0
2959,87,2,3,1097,0,0,0,0,0,Monday,9,Monday,0,0
2960,24,0,2,220,293,0,0,0,0,Monday,7,Monday,17.09975405,0
2961,65,2,3,1095,0,0,0,1,0,Monday,12,Monday,0,0
2962,12,0,2,1152,1384,0,0,0,0,Monday,18,Monday,18.4962605,1
2963,12,1,3,571,0,0,0,0,0,Monday,11,Monday,0,0
2964,65,1,3,278,0,0,0,0,0,Monday,11,Monday,0,1
2965,12,0,2,1294,1338,0,0,0,0,Wednesday,8,Wednesday,8.111626393,0
2966,28,0,2,767,585,0,0,0,0,Tuesday,12,Tuesday,9.864367381,0
